League,TeamA,TeamB,posTeamA,posTeamB,rounds,matchDate,matchHour,scoreTeamA,scoreTeamB,stadium,attendance,referee,underdog,Season_Year
Serie A,SSC Napoli,AS Roma,1,6,20,29/01/2023,20:45:00,2,1,Stadio Diego Armando Maradona,49,Daniele Orsato,AS Roma,2021
Serie A,Udinese Calcio,Hellas Verona,7,18,20,30/01/2023,20:45:00,1,1,Dacia Arena,17.276,Luca Pairetto,Hellas Verona,2021
Serie A,US Cremonese,US Lecce,20,14,21,04/02/2023,15:00:00,0,2,Giovanni Zini,11.189,Daniele Orsato,US Cremonese,2021
Serie A,AS Roma,FC Empoli,3,12,21,04/02/2023,18:00:00,2,0,Olimpico di Roma,60.908,Federico Dionisi,FC Empoli,2021
Serie A,US Sassuolo,Atalanta BC,15,5,21,04/02/2023,20:45:00,1,0,Mapei Stadium - Città del Tricolore,12.611,Matteo Marcenaro,US Sassuolo,2021
Serie A,Spezia Calcio,SSC Napoli,17,1,21,05/02/2023,12:30:00,0,3,Alberto Picco,10.336,Marco Di Bello,Spezia Calcio,2021
Serie A,Torino FC,Udinese Calcio,7,8,21,05/02/2023,15:00:00,1,0,Stadio Olimpico Grande Torino,16.82,Alessandro Prontera,Udinese Calcio,2021
Serie A,ACF Fiorentina,Bologna FC 1909,13,9,21,05/02/2023,18:00:00,1,2,Artemio Franchi,30.546,Luca Pairetto,ACF Fiorentina,2021
Serie A,Inter Milan,AC Milan,2,6,21,05/02/2023,20:45:00,1,0,Giuseppe Meazza,75.584,Davide Massa,AC Milan,2021
Serie A,Hellas Verona,SS Lazio,18,4,21,06/02/2023,18:30:00,1,1,Marcantonio Bentegodi,20.329,Giovanni Ayroldi,Hellas Verona,2021
Serie A,AC Monza,UC Sampdoria,11,19,21,06/02/2023,20:45:00,2,2,U-Power Stadium - Brianteo,11.95,Daniele Chiffi,UC Sampdoria,2021
Serie A,US Salernitana 1919,Juventus FC,16,10,21,07/02/2023,20:45:00,0,3,Arechi,26.945,Antonio Rapuano,US Salernitana 1919,2021
Serie A,AC Milan,Torino FC,5,8,22,10/02/2023,20:45:00,1,0,Giuseppe Meazza,68.268,Giovanni Ayroldi,Torino FC,2021
Serie A,FC Empoli,Spezia Calcio,12,17,22,11/02/2023,15:00:00,2,2,Carlo Castellani,7.871,Antonio Giua,Spezia Calcio,2021
Serie A,US Lecce,AS Roma,13,4,22,11/02/2023,18:00:00,1,1,Ettore Giardiniero,25.2,Gianluca Aureliano,US Lecce,2021
Serie A,SS Lazio,Atalanta BC,6,3,22,11/02/2023,20:45:00,0,2,Olimpico di Roma,41,Daniele Orsato,SS Lazio,2021
Serie A,Udinese Calcio,US Sassuolo,7,15,22,12/02/2023,12:30:00,2,2,Dacia Arena,20.912,Ivano Pezzuto,US Sassuolo,2021
Serie A,Bologna FC 1909,AC Monza,11,10,22,12/02/2023,15:00:00,0,1,Stadio Renato Dall’Ara,21.692,Luca Zufferli,Bologna FC 1909,2021
Serie A,Juventus FC,ACF Fiorentina,9,14,22,12/02/2023,18:00:00,1,0,Allianz Stadium,34.844,Michael Fabbri,ACF Fiorentina,2021
Serie A,SSC Napoli,US Cremonese,1,20,22,12/02/2023,20:45:00,3,0,Stadio Diego Armando Maradona,50,Luca Massimi,US Cremonese,2021
Serie A,Hellas Verona,US Salernitana 1919,18,16,22,13/02/2023,18:30:00,1,0,Marcantonio Bentegodi,17.832,Paolo Valeri,Hellas Verona,2021
Serie A,UC Sampdoria,Inter Milan,19,2,22,13/02/2023,20:45:00,0,0,Luigi Ferraris,21.575,Fabio Maresca,UC Sampdoria,2021
Serie A,US Sassuolo,SSC Napoli,15,1,23,17/02/2023,20:45:00,0,2,Mapei Stadium - Città del Tricolore,15.911,Andrea Colombo,US Sassuolo,2021
Serie A,UC Sampdoria,Bologna FC 1909,19,8,23,18/02/2023,15:00:00,1,2,Luigi Ferraris,18.269,Massimiliano Irrati,UC Sampdoria,2021
Serie A,AC Monza,AC Milan,11,4,23,18/02/2023,18:00:00,0,1,U-Power Stadium - Brianteo,14.012,Antonio Rapuano,AC Monza,2021
Serie A,Inter Milan,Udinese Calcio,2,10,23,18/02/2023,20:45:00,3,1,Giuseppe Meazza,71.248,Federico Dionisi,Udinese Calcio,2021
Serie A,Atalanta BC,US Lecce,6,13,23,19/02/2023,12:30:00,1,2,Gewiss Stadium,19.435,Marco Piccinini,US Lecce,2021
Serie A,ACF Fiorentina,FC Empoli,14,12,23,19/02/2023,15:00:00,1,1,Artemio Franchi,29.663,Alessandro Prontera,ACF Fiorentina,2021
Serie A,US Salernitana 1919,SS Lazio,16,5,23,19/02/2023,15:00:00,0,2,Arechi,14.86,Rosario Abisso,US Salernitana 1919,2021
Serie A,Spezia Calcio,Juventus FC,17,7,23,19/02/2023,18:00:00,0,2,Alberto Picco,11.767,Federico La Penna,Spezia Calcio,2021
Serie A,AS Roma,Hellas Verona,3,18,23,19/02/2023,20:45:00,1,0,Olimpico di Roma,61.009,Simone Sozza,Hellas Verona,2021
Serie A,Torino FC,US Cremonese,9,20,23,20/02/2023,20:45:00,2,2,Stadio Olimpico Grande Torino,19.095,Giacomo Camplone,US Cremonese,2021
Serie A,FC Empoli,SSC Napoli,12,1,24,25/02/2023,18:00:00,0,2,Carlo Castellani,13,Giovanni Ayroldi,FC Empoli,2021
Serie A,US Lecce,US Sassuolo,13,14,24,25/02/2023,20:45:00,0,1,Ettore Giardiniero,23.76,Niccolò Baroni,US Sassuolo,2021
Serie A,Bologna FC 1909,Inter Milan,7,2,24,26/02/2023,12:30:00,1,0,Stadio Renato Dall’Ara,29,Daniele Orsato,Bologna FC 1909,2021
Serie A,US Salernitana 1919,AC Monza,16,11,24,26/02/2023,15:00:00,3,0,Arechi,,,US Salernitana 1919,2021
Serie A,Udinese Calcio,Spezia Calcio,9,17,24,26/02/2023,18:00:00,2,2,Dacia Arena,,,Spezia Calcio,2021
Serie A,AC Milan,Atalanta BC,3,6,24,26/02/2023,20:45:00,2,0,Giuseppe Meazza,,,Atalanta BC,2021
Serie A,AC Milan,Udinese Calcio,2,16,1,13/08/2022,18:30:00,4,2,Giuseppe Meazza,70.197,Livio Marinelli,Udinese Calcio,2022
Serie A,UC Sampdoria,Atalanta BC,17,3,1,13/08/2022,18:30:00,0,2,Luigi Ferraris,20.047,Federico Dionisi,UC Sampdoria,2022
Serie A,US Lecce,Inter Milan,13,5,1,13/08/2022,20:45:00,1,2,Ettore Giardiniero,25.353,Alessandro Prontera,US Lecce,2022
Serie A,AC Monza,Torino FC,12,7,1,13/08/2022,20:45:00,1,2,U-Power Stadium - Brianteo,10.739,Maurizio Mariani,AC Monza,2022
Serie A,ACF Fiorentina,US Cremonese,4,10,1,14/08/2022,18:30:00,3,2,Artemio Franchi,34.461,Juan Luca Sacchi,US Cremonese,2022
Serie A,SS Lazio,Bologna FC 1909,6,11,1,14/08/2022,18:30:00,2,1,Olimpico di Roma,44.664,Luca Massimi,Bologna FC 1909,2022
Serie A,US Salernitana 1919,AS Roma,15,9,1,14/08/2022,20:45:00,0,1,Arechi,26.006,Simone Sozza,US Salernitana 1919,2022
Serie A,Spezia Calcio,FC Empoli,8,14,1,14/08/2022,20:45:00,1,0,Alberto Picco,8.36,Daniele Chiffi,FC Empoli,2022
Serie A,Hellas Verona,SSC Napoli,18,1,1,15/08/2022,18:30:00,2,5,Marcantonio Bentegodi,16.967,Michael Fabbri,Hellas Verona,2022
Serie A,Juventus FC,US Sassuolo,20,19,1,15/08/2022,20:45:00,3,0,Allianz Stadium,38.725,Antonio Rapuano,Juventus FC,2022
Serie A,Torino FC,SS Lazio,8,7,2,20/08/2022,18:30:00,0,0,Stadio Olimpico Grande Torino,16.53,Marco Piccinini,Torino FC,2022
Serie A,Udinese Calcio,US Salernitana 1919,14,12,2,20/08/2022,18:30:00,0,0,Dacia Arena,17.054,Gianluca Aureliano,Udinese Calcio,2022
Serie A,Inter Milan,Spezia Calcio,2,9,2,20/08/2022,20:45:00,3,0,Giuseppe Meazza,71.212,Davide Ghersini,Spezia Calcio,2022
Serie A,US Sassuolo,US Lecce,10,18,2,20/08/2022,20:45:00,1,0,Mapei Stadium - Città del Tricolore,9.219,Andrea Colombo,US Lecce,2022
Serie A,FC Empoli,ACF Fiorentina,13,6,2,21/08/2022,18:30:00,0,0,Carlo Castellani,10.411,Matteo Marchetti,FC Empoli,2022
Serie A,SSC Napoli,AC Monza,1,19,2,21/08/2022,18:30:00,4,0,Stadio Diego Armando Maradona,36.559,Francesco Fourneau,AC Monza,2022
Serie A,Atalanta BC,AC Milan,5,4,2,21/08/2022,20:45:00,1,1,Gewiss Stadium,19.216,Fabio Maresca,Atalanta BC,2022
Serie A,Bologna FC 1909,Hellas Verona,11,16,2,21/08/2022,20:45:00,1,1,Stadio Renato Dall’Ara,17.725,Matteo Marcenaro,Hellas Verona,2022
Serie A,AS Roma,US Cremonese,3,17,2,22/08/2022,18:30:00,1,0,Olimpico di Roma,60.859,Luca Massimi,US Cremonese,2022
Serie A,UC Sampdoria,Juventus FC,15,20,2,22/08/2022,20:45:00,0,0,Luigi Ferraris,27.573,Rosario Abisso,Juventus FC,2022
Serie A,AC Monza,Udinese Calcio,19,10,3,26/08/2022,18:30:00,1,2,U-Power Stadium - Brianteo,9.955,Marco Di Bello,AC Monza,2022
Serie A,SS Lazio,Inter Milan,3,7,3,26/08/2022,20:45:00,3,1,Olimpico di Roma,56.332,Michael Fabbri,Inter Milan,2022
Serie A,US Cremonese,Torino FC,18,5,3,27/08/2022,18:30:00,1,2,Giovanni Zini,11.572,Paolo Valeri,US Cremonese,2022
Serie A,Juventus FC,AS Roma,20,6,3,27/08/2022,18:30:00,1,1,Allianz Stadium,41.003,Massimiliano Irrati,Juventus FC,2022
Serie A,AC Milan,Bologna FC 1909,2,15,3,27/08/2022,20:45:00,2,0,Giuseppe Meazza,70.43,Gianluca Manganiello,Bologna FC 1909,2022
Serie A,Spezia Calcio,US Sassuolo,11,12,3,27/08/2022,20:45:00,2,2,Alberto Picco,6.5,Francesco Cosso,US Sassuolo,2022
Serie A,Hellas Verona,Atalanta BC,16,4,3,28/08/2022,18:30:00,0,1,Marcantonio Bentegodi,16.106,Alessandro Prontera,Hellas Verona,2022
Serie A,US Salernitana 1919,UC Sampdoria,9,17,3,28/08/2022,18:30:00,4,0,Arechi,19.116,Davide Massa,UC Sampdoria,2022
Serie A,ACF Fiorentina,SSC Napoli,8,1,3,28/08/2022,20:45:00,0,0,Artemio Franchi,32.286,Livio Marinelli,ACF Fiorentina,2022
Serie A,US Lecce,FC Empoli,14,13,3,28/08/2022,20:45:00,1,1,Ettore Giardiniero,23.941,Alberto Santoro,US Lecce,2022
Serie A,US Sassuolo,AC Milan,11,5,4,30/08/2022,18:30:00,0,0,Mapei Stadium - Città del Tricolore,18.053,Giovanni Ayroldi,US Sassuolo,2022
Serie A,Inter Milan,US Cremonese,3,18,4,30/08/2022,20:45:00,3,1,Giuseppe Meazza,70.75,Francesco Fourneau,US Cremonese,2022
Serie A,AS Roma,AC Monza,2,19,4,30/08/2022,20:45:00,3,0,Olimpico di Roma,60.699,Marco Piccinini,AC Monza,2022
Serie A,FC Empoli,Hellas Verona,13,16,4,31/08/2022,18:30:00,1,1,Carlo Castellani,7.269,Marco Serra,Hellas Verona,2022
Serie A,UC Sampdoria,SS Lazio,17,6,4,31/08/2022,18:30:00,1,1,Luigi Ferraris,18.499,Gianluca Aureliano,UC Sampdoria,2022
Serie A,Udinese Calcio,ACF Fiorentina,7,10,4,31/08/2022,18:30:00,1,0,Dacia Arena,19.684,Maurizio Mariani,ACF Fiorentina,2022
Serie A,Juventus FC,Spezia Calcio,20,12,4,31/08/2022,20:45:00,2,0,Allianz Stadium,35.709,Andrea Colombo,Juventus FC,2022
Serie A,SSC Napoli,US Lecce,4,14,4,31/08/2022,20:45:00,1,1,Stadio Diego Armando Maradona,37.573,Matteo Marcenaro,US Lecce,2022
Serie A,Atalanta BC,Torino FC,1,8,4,01/09/2022,20:45:00,3,1,Gewiss Stadium,17.928,Marco Di Bello,Torino FC,2022
Serie A,Bologna FC 1909,US Salernitana 1919,15,9,4,01/09/2022,20:45:00,1,1,Stadio Renato Dall’Ara,19.787,Davide Ghersini,Bologna FC 1909,2022
Serie A,ACF Fiorentina,Juventus FC,10,20,5,03/09/2022,15:00:00,1,1,Artemio Franchi,36.55,Daniele Doveri,Juventus FC,2022
Serie A,AC Milan,Inter Milan,3,7,5,03/09/2022,18:00:00,3,2,Giuseppe Meazza,75.475,Daniele Chiffi,Inter Milan,2022
Serie A,SS Lazio,SSC Napoli,8,2,5,03/09/2022,20:45:00,1,2,Olimpico di Roma,38.998,Simone Sozza,SS Lazio,2022
Serie A,US Cremonese,US Sassuolo,18,11,5,04/09/2022,12:30:00,0,0,Giovanni Zini,9.105,Luca Pairetto,US Cremonese,2022
Serie A,Spezia Calcio,Bologna FC 1909,13,15,5,04/09/2022,15:00:00,2,2,Alberto Picco,7.555,Antonio Giua,Bologna FC 1909,2022
Serie A,Hellas Verona,UC Sampdoria,12,17,5,04/09/2022,18:00:00,2,1,Marcantonio Bentegodi,16.675,Paolo Valeri,UC Sampdoria,2022
Serie A,Udinese Calcio,AS Roma,4,5,5,04/09/2022,20:45:00,4,0,Dacia Arena,24.108,Fabio Maresca,AS Roma,2022
Serie A,AC Monza,Atalanta BC,19,1,5,05/09/2022,18:30:00,0,2,U-Power Stadium - Brianteo,11.97,Juan Luca Sacchi,AC Monza,2022
Serie A,US Salernitana 1919,FC Empoli,9,14,5,05/09/2022,18:30:00,2,2,Arechi,18.173,Rosario Abisso,FC Empoli,2022
Serie A,Torino FC,US Lecce,6,16,5,05/09/2022,20:45:00,1,0,Stadio Olimpico Grande Torino,13.42,Manuel Volpi,US Lecce,2022
Serie A,SSC Napoli,Spezia Calcio,1,14,6,10/09/2022,15:00:00,1,0,Stadio Diego Armando Maradona,32.839,Alberto Santoro,Spezia Calcio,2022
Serie A,Inter Milan,Torino FC,6,8,6,10/09/2022,18:00:00,1,0,Giuseppe Meazza,69.134,Giovanni Ayroldi,Torino FC,2022
Serie A,UC Sampdoria,AC Milan,18,3,6,10/09/2022,20:45:00,1,2,Luigi Ferraris,23.049,Michael Fabbri,UC Sampdoria,2022
Serie A,Atalanta BC,US Cremonese,2,17,6,11/09/2022,12:30:00,1,1,Gewiss Stadium,18.252,Andrea Colombo,US Cremonese,2022
Serie A,Bologna FC 1909,ACF Fiorentina,11,10,6,11/09/2022,15:00:00,2,1,Stadio Renato Dall’Ara,18.901,Daniele Orsato,Bologna FC 1909,2022
Serie A,US Lecce,AC Monza,16,19,6,11/09/2022,15:00:00,1,1,Ettore Giardiniero,23.391,Luca Pairetto,AC Monza,2022
Serie A,US Sassuolo,Udinese Calcio,12,4,6,11/09/2022,15:00:00,1,3,Mapei Stadium - Città del Tricolore,8.694,Giacomo Camplone,US Sassuolo,2022
Serie A,SS Lazio,Hellas Verona,7,13,6,11/09/2022,18:00:00,2,0,Olimpico di Roma,37.703,Massimiliano Irrati,Hellas Verona,2022
Serie A,Juventus FC,US Salernitana 1919,20,9,6,11/09/2022,20:45:00,2,2,Allianz Stadium,35.097,Matteo Marcenaro,Juventus FC,2022
Serie A,FC Empoli,AS Roma,15,5,6,12/09/2022,20:45:00,1,2,Carlo Castellani,4.56,Livio Marinelli,FC Empoli,2022
Serie A,US Salernitana 1919,US Lecce,12,14,7,16/09/2022,20:45:00,1,2,Arechi,19.488,Daniele Doveri,US Lecce,2022
Serie A,Bologna FC 1909,FC Empoli,15,13,7,17/09/2022,15:00:00,0,1,Stadio Renato Dall’Ara,15.67,Manuel Volpi,Bologna FC 1909,2022
Serie A,Spezia Calcio,UC Sampdoria,11,19,7,17/09/2022,18:00:00,2,1,Alberto Picco,10,Simone Sozza,UC Sampdoria,2022
Serie A,Torino FC,US Sassuolo,8,10,7,17/09/2022,20:45:00,0,1,Stadio Olimpico Grande Torino,8.952,Niccolò Baroni,US Sassuolo,2022
Serie A,Udinese Calcio,Inter Milan,3,7,7,18/09/2022,12:30:00,3,1,Dacia Arena,22.475,Paolo Valeri,Inter Milan,2022
Serie A,US Cremonese,SS Lazio,18,4,7,18/09/2022,15:00:00,0,4,Giovanni Zini,12.991,Daniele Orsato,US Cremonese,2022
Serie A,ACF Fiorentina,Hellas Verona,9,16,7,18/09/2022,15:00:00,2,0,Artemio Franchi,32.216,Antonio Rapuano,Hellas Verona,2022
Serie A,AC Monza,Juventus FC,17,20,7,18/09/2022,15:00:00,1,0,U-Power Stadium - Brianteo,12.878,Fabio Maresca,Juventus FC,2022
Serie A,AS Roma,Atalanta BC,6,2,7,18/09/2022,18:00:00,0,1,Olimpico di Roma,61.335,Daniele Chiffi,AS Roma,2022
Serie A,AC Milan,SSC Napoli,5,1,7,18/09/2022,20:45:00,1,2,Giuseppe Meazza,72.573,Maurizio Mariani,AC Milan,2022
Serie A,SSC Napoli,Torino FC,1,9,8,01/10/2022,15:00:00,3,1,Stadio Diego Armando Maradona,35.953,Luca Massimi,Torino FC,2022
Serie A,Inter Milan,AS Roma,8,6,8,01/10/2022,18:00:00,1,2,Giuseppe Meazza,75.389,Davide Massa,Inter Milan,2022
Serie A,FC Empoli,AC Milan,14,5,8,01/10/2022,20:45:00,1,3,Carlo Castellani,15.497,Gianluca Aureliano,FC Empoli,2022
Serie A,SS Lazio,Spezia Calcio,4,11,8,02/10/2022,12:30:00,4,0,Olimpico di Roma,42,Juan Luca Sacchi,Spezia Calcio,2022
Serie A,US Lecce,US Cremonese,12,18,8,02/10/2022,15:00:00,1,1,Ettore Giardiniero,23.377,Livio Marinelli,US Cremonese,2022
Serie A,UC Sampdoria,AC Monza,19,15,8,02/10/2022,15:00:00,0,3,Luigi Ferraris,19.806,Giovanni Ayroldi,UC Sampdoria,2022
Serie A,US Sassuolo,US Salernitana 1919,7,13,8,02/10/2022,15:00:00,5,0,Mapei Stadium - Città del Tricolore,15.786,Maria Sole Ferrieri Caputi,US Salernitana 1919,2022
Serie A,Atalanta BC,ACF Fiorentina,2,10,8,02/10/2022,18:00:00,1,0,Gewiss Stadium,18.265,Massimiliano Irrati,ACF Fiorentina,2022
Serie A,Juventus FC,Bologna FC 1909,20,16,8,02/10/2022,20:45:00,3,0,Allianz Stadium,34.662,Rosario Abisso,Juventus FC,2022
Serie A,Hellas Verona,Udinese Calcio,17,3,8,03/10/2022,20:45:00,1,2,Marcantonio Bentegodi,15.352,Daniele Minelli,Hellas Verona,2022
Serie A,US Sassuolo,Inter Milan,8,7,9,08/10/2022,15:00:00,1,2,Mapei Stadium - Città del Tricolore,17.574,Simone Sozza,US Sassuolo,2022
Serie A,AC Milan,Juventus FC,5,20,9,08/10/2022,18:00:00,2,0,Giuseppe Meazza,75.53,Daniele Orsato,Juventus FC,2022
Serie A,Bologna FC 1909,UC Sampdoria,16,19,9,08/10/2022,20:45:00,1,1,Stadio Renato Dall’Ara,20.871,Marco Piccinini,UC Sampdoria,2022
Serie A,Torino FC,FC Empoli,9,13,9,09/10/2022,12:30:00,1,1,Stadio Olimpico Grande Torino,16.793,Francesco Fourneau,FC Empoli,2022
Serie A,AC Monza,Spezia Calcio,11,14,9,09/10/2022,15:00:00,2,0,U-Power Stadium - Brianteo,12.094,Daniele Perenzoni,Spezia Calcio,2022
Serie A,US Salernitana 1919,Hellas Verona,10,17,9,09/10/2022,15:00:00,2,1,Arechi,15.922,Davide Ghersini,Hellas Verona,2022
Serie A,Udinese Calcio,Atalanta BC,4,2,9,09/10/2022,15:00:00,2,2,Dacia Arena,24.671,Daniele Doveri,Udinese Calcio,2022
Serie A,US Cremonese,SSC Napoli,18,1,9,09/10/2022,18:00:00,1,4,Giovanni Zini,14.238,Rosario Abisso,US Cremonese,2022
Serie A,AS Roma,US Lecce,6,15,9,09/10/2022,20:45:00,2,1,Olimpico di Roma,64.018,Alessandro Prontera,US Lecce,2022
Serie A,ACF Fiorentina,SS Lazio,12,3,9,10/10/2022,20:45:00,0,4,Artemio Franchi,30.574,Fabio Maresca,ACF Fiorentina,2022
Serie A,FC Empoli,AC Monza,9,13,10,15/10/2022,15:00:00,1,0,Carlo Castellani,7.528,Antonio Rapuano,AC Monza,2022
Serie A,Torino FC,Juventus FC,10,20,10,15/10/2022,18:00:00,0,1,Stadio Olimpico Grande Torino,22.269,Maurizio Mariani,Juventus FC,2022
Serie A,Atalanta BC,US Sassuolo,2,8,10,15/10/2022,20:45:00,2,1,Gewiss Stadium,17.772,Matteo Marcenaro,US Sassuolo,2022
Serie A,Inter Milan,US Salernitana 1919,7,11,10,16/10/2022,12:30:00,2,0,Giuseppe Meazza,75.452,Juan Luca Sacchi,US Salernitana 1919,2022
Serie A,SS Lazio,Udinese Calcio,5,6,10,16/10/2022,15:00:00,0,0,Olimpico di Roma,42.5,Andrea Colombo,Udinese Calcio,2022
Serie A,Spezia Calcio,US Cremonese,14,18,10,16/10/2022,15:00:00,2,2,Alberto Picco,8.4,Gianluca Manganiello,US Cremonese,2022
Serie A,SSC Napoli,Bologna FC 1909,1,16,10,16/10/2022,18:00:00,3,2,Stadio Diego Armando Maradona,45.599,Francesco Cosso,Bologna FC 1909,2022
Serie A,Hellas Verona,AC Milan,17,3,10,16/10/2022,20:45:00,1,2,Marcantonio Bentegodi,22.904,Davide Massa,Hellas Verona,2022
Serie A,UC Sampdoria,AS Roma,19,4,10,17/10/2022,18:30:00,0,1,Luigi Ferraris,20.803,Marco Di Bello,UC Sampdoria,2022
Serie A,US Lecce,ACF Fiorentina,15,12,10,17/10/2022,20:45:00,1,1,Ettore Giardiniero,24.925,Luca Massimi,US Lecce,2022
Serie A,Juventus FC,FC Empoli,19,11,11,21/10/2022,20:45:00,4,0,Allianz Stadium,37.771,Michael Fabbri,Juventus FC,2022
Serie A,US Salernitana 1919,Spezia Calcio,10,15,11,22/10/2022,15:00:00,1,0,Arechi,17.26,Daniele Chiffi,Spezia Calcio,2022
Serie A,AC Milan,AC Monza,2,14,11,22/10/2022,18:00:00,4,1,Giuseppe Meazza,72.938,Livio Marinelli,AC Monza,2022
Serie A,ACF Fiorentina,Inter Milan,13,7,11,22/10/2022,20:45:00,3,4,Artemio Franchi,36.699,Paolo Valeri,ACF Fiorentina,2022
Serie A,Udinese Calcio,Torino FC,6,9,11,23/10/2022,12:30:00,1,2,Dacia Arena,20.711,Matteo Marchetti,Torino FC,2022
Serie A,Bologna FC 1909,US Lecce,12,16,11,23/10/2022,15:00:00,2,0,Stadio Renato Dall’Ara,24.206,Simone Sozza,US Lecce,2022
Serie A,Atalanta BC,SS Lazio,4,3,11,23/10/2022,18:00:00,0,2,Gewiss Stadium,18.988,Rosario Abisso,Atalanta BC,2022
Serie A,AS Roma,SSC Napoli,5,1,11,23/10/2022,20:45:00,0,1,Olimpico di Roma,61.633,Massimiliano Irrati,AS Roma,2022
Serie A,US Cremonese,UC Sampdoria,20,17,11,24/10/2022,18:30:00,0,1,Giovanni Zini,13.021,Fabio Maresca,US Cremonese,2022
Serie A,US Sassuolo,Hellas Verona,8,18,11,24/10/2022,20:45:00,2,1,Mapei Stadium - Città del Tricolore,11.368,Alberto Santoro,Hellas Verona,2022
Serie A,SSC Napoli,US Sassuolo,1,10,12,29/10/2022,15:00:00,4,0,Stadio Diego Armando Maradona,47.156,Antonio Rapuano,US Sassuolo,2022
Serie A,US Lecce,Juventus FC,16,17,12,29/10/2022,18:00:00,0,1,Ettore Giardiniero,25.86,Daniele Chiffi,Juventus FC,2022
Serie A,Inter Milan,UC Sampdoria,6,18,12,29/10/2022,20:45:00,3,0,Giuseppe Meazza,73.311,Luca Massimi,UC Sampdoria,2022
Serie A,FC Empoli,Atalanta BC,13,2,12,30/10/2022,12:30:00,0,2,Carlo Castellani,8.74,Giovanni Ayroldi,FC Empoli,2022
Serie A,US Cremonese,Udinese Calcio,20,7,12,30/10/2022,15:00:00,0,0,Giovanni Zini,12.81,Massimiliano Irrati,US Cremonese,2022
Serie A,Spezia Calcio,ACF Fiorentina,15,12,12,30/10/2022,15:00:00,1,2,Alberto Picco,10.5,Davide Massa,Spezia Calcio,2022
Serie A,SS Lazio,US Salernitana 1919,5,9,12,30/10/2022,18:00:00,1,3,Olimpico di Roma,41.5,Gianluca Manganiello,US Salernitana 1919,2022
Serie A,Torino FC,AC Milan,8,3,12,30/10/2022,20:45:00,2,1,Stadio Olimpico Grande Torino,26.133,Rosario Abisso,Torino FC,2022
Serie A,Hellas Verona,AS Roma,19,4,12,31/10/2022,18:30:00,1,3,Marcantonio Bentegodi,24,Juan Luca Sacchi,Hellas Verona,2022
Serie A,AC Monza,Bologna FC 1909,14,11,12,31/10/2022,20:45:00,1,2,U-Power Stadium - Brianteo,11.388,Luca Pairetto,AC Monza,2022
Serie A,Udinese Calcio,US Lecce,7,16,13,04/11/2022,20:45:00,1,1,Dacia Arena,21.834,Francesco Fourneau,US Lecce,2022
Serie A,FC Empoli,US Sassuolo,13,12,13,05/11/2022,15:00:00,1,0,Carlo Castellani,7.834,Ermanno Feliciani,FC Empoli,2022
Serie A,US Salernitana 1919,US Cremonese,8,18,13,05/11/2022,15:00:00,2,2,Arechi,16.78,Matteo Marchetti,US Cremonese,2022
Serie A,Atalanta BC,SSC Napoli,4,1,13,05/11/2022,18:00:00,1,2,Gewiss Stadium,19.363,Maurizio Mariani,Atalanta BC,2022
Serie A,AC Milan,Spezia Calcio,2,17,13,05/11/2022,20:45:00,2,1,Giuseppe Meazza,71.099,Michael Fabbri,Spezia Calcio,2022
Serie A,Bologna FC 1909,Torino FC,11,9,13,06/11/2022,12:30:00,2,1,Stadio Renato Dall’Ara,23.168,Antonio Giua,Bologna FC 1909,2022
Serie A,UC Sampdoria,ACF Fiorentina,19,10,13,06/11/2022,15:00:00,0,2,Luigi Ferraris,19.226,Livio Marinelli,UC Sampdoria,2022
Serie A,AC Monza,Hellas Verona,14,20,13,06/11/2022,15:00:00,2,0,U-Power Stadium - Brianteo,11.723,Francesco Cosso,Hellas Verona,2022
Serie A,AS Roma,SS Lazio,5,3,13,06/11/2022,18:00:00,0,1,Olimpico di Roma,62.847,Daniele Orsato,AS Roma,2022
Serie A,Juventus FC,Inter Milan,15,6,13,06/11/2022,20:45:00,2,0,Allianz Stadium,40.093,Daniele Doveri,Juventus FC,2022
Serie A,SSC Napoli,FC Empoli,1,13,14,08/11/2022,18:30:00,2,0,Stadio Diego Armando Maradona,36,Luca Pairetto,FC Empoli,2022
Serie A,Spezia Calcio,Udinese Calcio,17,7,14,08/11/2022,18:30:00,1,1,Alberto Picco,6.9,Marco Piccinini,Spezia Calcio,2022
Serie A,US Cremonese,AC Milan,18,3,14,08/11/2022,20:45:00,0,0,Giovanni Zini,14.61,Antonio Rapuano,US Cremonese,2022
Serie A,US Lecce,Atalanta BC,16,5,14,09/11/2022,18:30:00,2,1,Ettore Giardiniero,23.797,Gianluca Aureliano,US Lecce,2022
Serie A,US Sassuolo,AS Roma,11,6,14,09/11/2022,18:30:00,1,1,Mapei Stadium - Città del Tricolore,16.665,Giovanni Ayroldi,US Sassuolo,2022
Serie A,ACF Fiorentina,US Salernitana 1919,9,10,14,09/11/2022,20:45:00,2,1,Artemio Franchi,27.329,Federico La Penna,US Salernitana 1919,2022
Serie A,Inter Milan,Bologna FC 1909,4,12,14,09/11/2022,20:45:00,6,1,Giuseppe Meazza,69.312,Andrea Colombo,Bologna FC 1909,2022
Serie A,Torino FC,UC Sampdoria,8,19,14,09/11/2022,20:45:00,2,0,Stadio Olimpico Grande Torino,15.593,Davide Massa,UC Sampdoria,2022
Serie A,Hellas Verona,Juventus FC,20,14,14,10/11/2022,18:30:00,0,1,Marcantonio Bentegodi,21.934,Marco Di Bello,Hellas Verona,2022
